customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,n_protection_services,n_streaming_services,auto_pay,tenure_group,churn_probability,risk_tier
9801-NOSHQ,Male,No,No,Yes,23,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.8,465.45,0,0,0,No,13-24 months,0.03419051549294978,Low
6339-YPSAH,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.8,704.3,0,1,0,No,0-12 months,0.6208807967003355,High
3621-CEOVK,Female,Yes,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,1369.8,1,1,2,No,13-24 months,0.7727001471034023,High
6906-ANDWJ,Male,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,1,0,0,Yes,13-24 months,0.5627100439287654,Medium
2159-TURXX,Male,No,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.05,95.55,0,0,0,Yes,0-12 months,0.16366012009651787,Low
1548-FEHVL,Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,0,2,2,No,49-72 months,0.35810817606573825,Medium
3795-CAWEX,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3,0,4,2,Yes,49-72 months,0.048648140152288785,Low
6215-NQCPY,Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,0,1,2,No,13-24 months,0.6876633830466927,High
5647-URDKA,Male,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,130.25,0,0,0,No,0-12 months,0.040218513545712965,Low
2229-DPMBI,Female,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.5,162.15,0,0,0,No,0-12 months,0.04054363979195624,Low
9626-WEQRM,Female,No,No,No,4,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,0,1,0,No,0-12 months,0.44512122250485436,Medium
2188-SXWVT,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,0,2,0,No,25-48 months,0.038233691181962834,Low
6258-PVZWJ,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,0,4,2,Yes,49-72 months,0.01740239079819545,Low
1094-BKOSX,Female,No,Yes,Yes,45,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,0,3,1,Yes,25-48 months,0.04402911326570818,Low
6969-MVBAI,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,0,1,1,No,0-12 months,0.7894221038390077,High
2978-XXSOG,Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,0,2,0,No,13-24 months,0.15024632436636637,Low
2342-CKIAO,Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,41.2,0,0,0,No,0-12 months,0.190742693626246,Low
6953-PBDIN,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,0,3,1,Yes,49-72 months,0.011459944623678603,Low
3898-BSJYF,Female,No,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,0,3,1,Yes,0-12 months,0.09195310254430941,Low
3938-YFPXD,Male,No,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,0,3,2,Yes,49-72 months,0.011179153176035026,Low
7696-AMHOD,Female,No,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,0,2,2,Yes,49-72 months,0.0532643845807457,Low
2453-SAFNS,Female,Yes,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,0,2,1,No,49-72 months,0.04774908279312729,Low
9558-IHEZX,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,0,3,2,Yes,49-72 months,0.055108876929762164,Low
9617-UDPEU,Female,No,No,No,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.25,412.55,0,0,0,No,13-24 months,0.052578594262309694,Low
6340-DACFT,Female,No,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.55,1070.25,0,0,0,Yes,49-72 months,0.0032651927323457974,Low
4955-VCWBI,Female,No,Yes,Yes,43,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.0,817.95,0,0,0,No,25-48 months,0.012014977766785532,Low
6813-GZQCG,Female,No,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.65,1171.3,0,0,0,Yes,25-48 months,0.00844340331087471,Low
7426-GSWPO,Male,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,0,2,2,Yes,49-72 months,0.27855755769371165,Low
3389-KTRXV,Female,No,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.85,625.65,0,0,0,No,13-24 months,0.026340053722508337,Low
3118-UHVVQ,Female,No,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.8,1911.5,0,0,0,Yes,49-72 months,0.0026813754555164017,Low
1031-IIDEO,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,1,0,0,No,0-12 months,0.7075944020876146,High
5832-XKAES,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,1,0,0,Yes,0-12 months,0.5995857116664294,Medium
3205-MXZRA,Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507.0,0,1,1,Yes,25-48 months,0.07323144469603482,Low
4701-AHWMW,Male,No,Yes,No,55,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,1,2,2,Yes,49-72 months,0.12986811756937663,Low
8317-BVKSO,Male,No,No,No,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.05,299.3,0,0,0,No,13-24 months,0.21786769701207934,Low
5702-KVQRD,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,0,3,2,No,49-72 months,0.019733770036639568,Low
0083-PIVIK,Male,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,0,4,1,No,49-72 months,0.030472409779841985,Low
9210-IAHGH,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,1,1,2,Yes,0-12 months,0.35523099754805626,Medium
6169-PGNCD,Female,No,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,0,4,1,Yes,49-72 months,0.010039825307109613,Low
0023-XUOPT,Female,No,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,1,2,1,No,13-24 months,0.5940287446886675,Medium
4592-IWTJI,Female,No,Yes,Yes,3,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,1,1,0,Yes,0-12 months,0.3493722799291122,Medium
4909-JOUPP,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,0,3,2,Yes,49-72 months,0.05791215611344357,Low
4657-FWVFY,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,0,2,1,Yes,25-48 months,0.33871869205884964,Medium
2257-BOVXD,Male,No,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,0,1,1,Yes,13-24 months,0.32026276982763296,Medium
7729-JTEEC,Male,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,0,0,0,No,0-12 months,0.4922259313471144,Medium
7632-MNYOY,Male,Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,7432.05,1,3,2,Yes,49-72 months,0.14163547908323418,Low
6518-LGAOV,Female,No,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,4026.4,1,2,2,No,25-48 months,0.554294543563661,Medium
7242-QZLXF,Male,No,No,Yes,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,1,0,0,No,0-12 months,0.6344556918680243,High
4576-CSAJH,Male,No,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),55.15,1193.05,1,2,0,Yes,13-24 months,0.08170829370882661,Low
1000-AJSLD,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.1,20.1,1,0,0,No,0-12 months,0.24107739696940622,Low
9696-RMYBA,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.1,398.55,0,0,1,No,0-12 months,0.6307606605383624,High
8690-UPCZI,Male,No,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,0,2,1,Yes,25-48 months,0.061039439051299306,Low
1062-LHZOD,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,1,0,0,No,0-12 months,0.5782641085391599,Medium
9770-LXDBK,Female,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,63.15,0,0,0,No,0-12 months,0.18316629923571737,Low
4086-WITJG,Male,No,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,1301.1,0,0,0,Yes,49-72 months,0.0013120120566022823,Low
8344-WFMFH,Male,No,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,484.05,0,1,0,No,0-12 months,0.36722417617458675,Medium
9600-NAXZN,Male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528.0,1,1,2,No,25-48 months,0.5715942678982447,Medium
8822-KNBHV,Female,No,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,0,3,2,Yes,25-48 months,0.08501703203497905,Low
8404-FYDIB,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,0,2,0,Yes,25-48 months,0.33580990220966633,Medium
2791-SFVEW,Female,No,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,238.15,0,0,0,Yes,0-12 months,0.1454984475821482,Low
6457-USBER,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,80.8,1,0,1,No,0-12 months,0.7546166519450678,High
6762-NSODU,Female,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,958.15,0,0,0,Yes,25-48 months,0.005838954158846809,Low
4662-EKDPQ,Male,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.05,118.3,1,0,1,Yes,0-12 months,0.505932011634109,Medium
9248-OJYKK,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,1,0,0,No,0-12 months,0.7647216979550263,High
9888-ZCUMM,Male,No,Yes,Yes,64,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,0,3,2,Yes,49-72 months,0.018122376445970683,Low
3398-FSHON,Female,Yes,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1094.5,1,1,1,No,0-12 months,0.7418320619601225,High
3319-DWOEP,Male,Yes,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,573.75,1,1,2,No,0-12 months,0.7767461555972383,High
1074-WVEVG,Female,No,Yes,No,59,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.35,1267.0,0,0,0,No,49-72 months,0.007882486086620432,Low
9979-RGMZT,Female,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,0,1,2,No,0-12 months,0.49160226067980406,Medium
6437-UDQJM,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,6129.65,0,3,2,Yes,49-72 months,0.02631656609770068,Low
1226-IENZN,Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.75,1218.25,0,0,1,No,13-24 months,0.6807485444707406,High
2108-GLPQB,Male,No,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.55,1405.3,0,1,0,Yes,25-48 months,0.18711993653261347,Low
9259-PACGQ,Female,No,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,1,3,0,No,25-48 months,0.11768093444562291,Low
4415-IJZTP,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,0,0,No,0-12 months,0.7493192979444432,High
1465-VINDH,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,1,2,2,Yes,0-12 months,0.6287675693900387,High
5474-LAMUQ,Male,No,Yes,No,24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,533.9,0,0,0,No,13-24 months,0.03730902726264183,Low
3468-DRVQJ,Female,No,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,70.3,676.15,0,2,1,No,0-12 months,0.17288783551645176,Low
1122-YJBCS,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,0,2,0,Yes,49-72 months,0.013663610579947439,Low
4990-ALDGW,Male,No,No,No,57,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.75,1118.8,0,0,0,No,49-72 months,0.003321556877475437,Low
4816-OKWNX,Male,No,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.4,5236.4,0,3,2,Yes,49-72 months,0.138829497989459,Low
3315-IKYZQ,Male,No,Yes,Yes,28,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,50.8,1386.8,0,3,1,No,25-48 months,0.08140781254854224,Low
2810-FTLEM,Female,No,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,762.25,1,1,0,No,13-24 months,0.2840488040537489,Low
4747-LCAQL,Male,No,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.0,1902.0,0,3,2,No,25-48 months,0.13993666315607417,Low
3411-WLRSQ,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,0,1,0,Yes,0-12 months,0.6101372441443516,High
0898-XCGTF,Male,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,0,0,2,Yes,49-72 months,0.23948768531997394,Low
8006-PYCSW,Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.1,39.8,0,0,0,No,0-12 months,0.20681042570947963,Low
8249-THVEC,Male,No,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.4,997.75,0,0,0,No,49-72 months,0.008902777024950542,Low
8722-PRFDV,Female,No,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),77.55,5574.35,0,2,2,Yes,49-72 months,0.00920751503832314,Low
2164-SOQXL,Female,No,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,406.05,0,0,0,No,13-24 months,0.07543705963885258,Low
4020-KIUDI,Male,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.85,138.85,0,0,0,Yes,0-12 months,0.14318374315026652,Low
5850-BDWCY,Female,No,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,123.65,0,0,0,No,0-12 months,0.16403970133677773,Low
2038-YSEZE,Female,No,No,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,67.45,1801.1,0,3,0,No,25-48 months,0.09318248500909171,Low
0827-ITJPH,Male,No,No,No,36,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),18.55,689.0,0,0,0,Yes,25-48 months,0.01509185218970646,Low
8799-OXZMD,Female,No,No,No,28,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.75,790.7,0,1,0,No,25-48 months,0.2535305906923766,Low
1925-TIBLE,Female,No,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5,582.5,1,0,1,No,0-12 months,0.7438879092812126,High
1705-GUHPV,Female,No,No,No,63,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.2,1618.2,0,0,0,No,49-72 months,0.0034784292198580197,Low
4779-ZGICK,Male,No,Yes,Yes,48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.55,1173.35,0,0,0,No,25-48 months,0.006973240889437627,Low
0048-PIHNL,Female,No,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.45,900.9,0,0,0,Yes,49-72 months,0.012312864443019864,Low
0818-OCPZO,Male,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.45,2122.05,1,1,0,No,25-48 months,0.5833633014973175,Medium
3967-KXAPS,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.3,6719.9,0,4,2,Yes,49-72 months,0.011397864907284023,Low
1447-GIQMR,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.15,69.15,1,0,0,No,0-12 months,0.7008368458482936,High
3704-IEAXF,Female,No,Yes,Yes,72,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.65,3784.0,0,2,2,Yes,49-72 months,0.009052864907466873,Low
6810-VCAEX,Female,No,No,No,47,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.65,1798.65,0,3,0,Yes,25-48 months,0.022271389419720084,Low
0674-EYYZV,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,0,0,1,No,0-12 months,0.5838687044075326,Medium
4480-MBMLB,Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.8,3886.45,0,2,2,Yes,25-48 months,0.3279222043613766,Medium
1395-OFUWC,Male,No,Yes,Yes,43,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,0,1,0,Yes,25-48 months,0.08093480745253255,Low
0822-QGCXA,Female,Yes,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.85,2310.2,0,3,2,No,25-48 months,0.2791091456523912,Low
0872-NXJYS,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,723.4,1,0,1,No,0-12 months,0.6818332497851531,High
2832-KJCRD,Female,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.65,3988.5,0,2,2,No,25-48 months,0.5278800759149246,Medium
3588-WSTTJ,Female,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3554.6,0,1,2,No,25-48 months,0.6022199409822145,High
4075-WKNIU,Female,No,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,73.35,0.0,0,3,1,No,0-12 months,0.09648296466003813,Low
5090-EMGTC,Female,No,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85,0,2,2,No,49-72 months,0.07587511491674452,Low
2346-CZYIL,Male,No,No,No,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.35,531.6,0,0,0,Yes,25-48 months,0.01815385264326069,Low
3798-EPWRR,Female,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.95,85.1,0,0,0,No,0-12 months,0.48251739216827605,Medium
6258-NGCNG,Male,No,No,No,7,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.5,173.0,0,0,0,No,0-12 months,0.17903102426372025,Low
4186-ZBUEW,Female,No,No,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.7,2511.95,0,2,1,No,25-48 months,0.08748557985404476,Low
5274-XHAKY,Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6,0,2,1,Yes,25-48 months,0.2834819906142333,Low
1442-BQPVU,Female,No,No,No,13,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,29.15,357.15,0,1,0,No,13-24 months,0.40631329791581416,Medium
3978-YNKDD,Male,No,No,Yes,19,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.85,467.5,0,0,0,Yes,13-24 months,0.025152363928392776,Low
4940-KHCWD,Female,No,Yes,No,60,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,0,3,0,Yes,49-72 months,0.00605850573647233,Low
9412-ARGBX,Female,No,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,1,3,1,No,25-48 months,0.05842132697349006,Low
1389-CXMLU,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.05,289.1,1,1,1,No,0-12 months,0.714841338764629,High
9589-ABEPT,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.45,6460.55,0,2,1,No,49-72 months,0.050559788315017645,Low
9388-ZEYVT,Male,No,No,No,43,No,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,44.15,1931.3,0,2,1,No,25-48 months,0.08144459704777716,Low
0305-SQECB,Female,No,No,Yes,11,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,402.6,0,2,0,No,0-12 months,0.1434270244885577,Low
7605-SNLQG,Female,No,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50.25,2221.55,0,1,0,Yes,25-48 months,0.09652158571207829,Low
4670-TABXH,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,0,3,2,Yes,49-72 months,0.0652031098737701,Low
5561-NWEVX,Female,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.2,172.85,1,1,0,No,0-12 months,0.7062573835903322,High
0064-SUDOG,Female,No,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.3,224.5,0,0,0,Yes,0-12 months,0.03447601363013004,Low
8561-NMTBD,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),112.35,7388.45,0,3,2,Yes,49-72 months,0.125772046585445,Low
5161-XEUVX,Male,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.3,3460.95,0,2,1,No,25-48 months,0.08861563550540012,Low
8292-FRFZQ,Female,No,No,No,39,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),41.15,1700.9,0,3,0,Yes,25-48 months,0.04271487419734708,Low
8591-NXRCV,Female,No,No,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.65,3090.65,0,3,1,Yes,25-48 months,0.12425018097977855,Low
7895-VONWT,Female,No,No,No,25,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,1293.8,0,1,2,No,25-48 months,0.5013524079789242,Medium
4526-RMTLL,Male,No,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.15,645.8,0,3,1,Yes,0-12 months,0.07887857764584495,Low
6253-GNHWH,Female,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,71.1,5224.95,0,4,0,No,49-72 months,0.004803723034735935,Low
4566-NECEV,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.55,500.1,0,2,1,No,0-12 months,0.6660510145015974,High
